PROJ_NAME	PROJ_LOC	LOCA_ID	LOCA_TYPE	LOCA_FDEO	LOCA_GL	LOCA_NATN	LOCA_NATE	LOCA_LOCA	PROJ_ID	GEOL_TOP	GEOL_SUW	GEOL_TOP	GEOL_SUW	GEOL_SUW_LE	GEOL_SUW_BE	GEOL_SUW_HE	GEOL_SU	GEOL_SU	GEOL_SU_LE	GEOL_SU_BE	GEOL_SU_HE	GEOL_SU_LE	GEOL_SU_BE	GEOL_SU_HE	LOCA_ID	SCPT_DPTH	SCPT_RES	SCPT_FRES	SCPT_PWP2	SCPT_QT	SCPT_BDEN	SCPT_CPO	SCPT_CPOD	SCPT_QNET	LOCA_ID	IVAN_DPTH	IVAN_DPTH	IVAN_TYPE	IVAN_IVAN	IVAN_IVAR	LOCA_ID	IDEN_DPTH	IDEN_MC	IDEN_IDEN	LOCA_ID	SPEC_DPTH	TRIT_CU	LOCA_ID	SPEC_DPTH	LLPL_LL	LLPL_PL	LLPL_PI	LLPL_LI
x	x	x	x	ft	ft	ft	ft	x	x	ft	pcf	m	kN/m3	kN/m3	kN/m3	kN/m3	psf	kPa	psf	psf	psf	kPa	kPa	kPa	x	m	MPa	MPa	kPa	MPa	pcf	kPa	kPa	kPa	x	in	ft	x	psf	ksf	x	ft	%	pcf	x	ft	ksf	x	ft	%	%	%	%
PROJ_NAME_x	PROJ_LOC_x	LOCA_ID_x	LOCA_TYPE_x	LOCA_FDEO_ft	LOCA_GL_ft	LOCA_NATN_ft	LOCA_NATE_ft	LOCA_LOCA_x	PROJ_ID_x	GEOL_TOP_ft	GEOL_SUW_pcf	GEOL_TOP_m	GEOL_SUW_kN/m3	GEOL_SUW_LE_kN/m3	GEOL_SUW_BE_kN/m3	GEOL_SUW_HE_kN/m3	GEOL_SU_psf	GEOL_SU_kPa	GEOL_SU_LE_psf	GEOL_SU_BE_psf	GEOL_SU_HE_psf	GEOL_SU_LE_kPa	GEOL_SU_BE_kPa	GEOL_SU_HE_kPa	LOCA_ID_x	SCPT_DPTH_m	SCPT_RES_MPa	SCPT_FRES_MPa	SCPT_PWP2_kPa	SCPT_QT_MPa	SCPT_BDEN_pcf	SCPT_CPO_kPa	SCPT_CPOD_kPa	SCPT_QNET_kPa	LOCA_ID_x	IVAN_DPTH_in	IVAN_DPTH_ft	IVAN_TYPE_x	IVAN_IVAN_psf	IVAN_IVAR_ksf	LOCA_ID_x	IDEN_DPTH_ft	IDEN_MC_%	IDEN_IDEN_pcf	LOCA_ID_x	SPEC_DPTH_ft	TRIT_CU_ksf	LOCA_ID_x	SPEC_DPTH_ft	LLPL_LL_%	LLPL_PL_%	LLPL_PI_%	LLPL_LI_%
																									Ariel-CPT3	1.34	0.07			0.07			12.34	57.66																			
																									Ariel-CPT3	1.35	0.07			0.07			12.43	57.57																			
																									Ariel-CPT3	1.36	0.07			0.07			12.52	57.48																			
																									Ariel-CPT3	1.37	0.07			0.08			12.61	67.39																			
																									Ariel-CPT3	1.38	0.07			0.08			12.71	67.29																			
																									Ariel-CPT3	1.39	0.07			0.08			12.8	67.2																			
																									Ariel-CPT3	1.4	0.07			0.08			12.89	67.11																			
																									Ariel-CPT3	1.41	0.07			0.08			12.98	67.02																			
																									Ariel-CPT3	1.42	0.07			0.07			13.07	56.93																			
																									Ariel-CPT3	1.43	0.07			0.07			13.17	56.83																			
																									Ariel-CPT3	1.44	0.07			0.07			13.26	56.74																			
																									Ariel-CPT3	1.45	0.07			0.07			13.35	56.65																			
																									Ariel-CPT3	1.46	0.07			0.08			13.44	66.56																			
																									Ariel-CPT3	1.47	0.07			0.08			13.54	66.46																			
																									Ariel-CPT3	1.48	0.07			0.08			13.63	66.37																			
																									Ariel-CPT3	1.49	0.07			0.08			13.72	66.28																			
																									Ariel-CPT3	1.5	0.07			0.08			13.81	66.19																			
																									Ariel-CPT3	1.51	0.07			0.07			13.91	56.09																			
																									Ariel-CPT3	1.52	0.06			0.07			14	56																			
																									Ariel-CPT3	1.53	0.07			0.08			14.09	65.91																			
																									Ariel-CPT3	1.54	0.06			0.07			14.18	55.82																			
																									Ariel-CPT3	1.55	0.06			0.07			14.28	55.72																			
																									Ariel-CPT3	1.56	0.06			0.06			14.37	45.63																			
																									Ariel-CPT3	1.57	0.06			0.06			14.46	45.54																			
																									Ariel-CPT3	1.58	0.06			0.07			14.55	55.45																			
																									Ariel-CPT3	1.59	0.06			0.07			14.65	55.35																			
																									Ariel-CPT3	1.6	0.07			0.07			14.74	55.26																			
																									Ariel-CPT3	1.61	0.07			0.07			14.83	55.17																			
																									Ariel-CPT3	1.62	0.07			0.07			14.92	55.08																			
																									Ariel-CPT3	1.63	0.06			0.07			15.01	54.99																			
																									Ariel-CPT3	1.64	0.06			0.07			15.11	54.89																			
																									Ariel-CPT3	1.65	0.06			0.07			15.2	54.8																			
																									Ariel-CPT3	1.66	0.06			0.06			15.29	44.71																			
																									Ariel-CPT3	1.67	0.06			0.06			15.38	44.62																			
																									Ariel-CPT3	1.68	0.06			0.06			15.48	44.52																			
																									Ariel-CPT3	1.69	0.06			0.07			15.57	54.43																			
																									Ariel-CPT3	1.7	0.06			0.07			15.66	54.34																			
																									Ariel-CPT3	1.71	0.07			0.07			15.75	54.25																			
																									Ariel-CPT3	1.72	0.07			0.08			15.85	64.15																			
																									Ariel-CPT3	1.73	0.07			0.07			15.94	54.06																			
																									Ariel-CPT3	1.74	0.06			0.07			16.03	53.97																			
																									Ariel-CPT3	1.75	0.06			0.07			16.12	53.88																			
																									Ariel-CPT3	1.76	0.06			0.07			16.22	53.78																			
																									Ariel-CPT3	1.77	0.06			0.07			16.31	53.69																			
																									Ariel-CPT3	1.78	0.06			0.07			16.4	53.6																			
																									Ariel-CPT3	1.79	0.06			0.06			16.49	43.51																			
																									Ariel-CPT3	1.8	0.06			0.06			16.59	43.41																			
																									Ariel-CPT3	1.81	0.06			0.07			16.68	53.32																			
																									Ariel-CPT3	1.82	0.07			0.07			16.77	53.23																			
																									Ariel-CPT3	1.83	0.07			0.08			16.86	63.14																			
																									Ariel-CPT3	1.84	0.07			0.08			16.95	63.05																			
																									Ariel-CPT3	1.85	0.07			0.07			17.05	52.95																			
																									Ariel-CPT3	1.86	0.07			0.08			17.14	62.86																			
																									Ariel-CPT3	1.88	0.07			0.08			17.23	62.77																			
																									Ariel-CPT3	1.89	0.07			0.07			17.32	52.68																			
																									Ariel-CPT3	1.9	0.07			0.07			17.42	52.58																			
																									Ariel-CPT3	1.91	0.06			0.07			17.51	52.49																			
																									Ariel-CPT3	1.92	0.06			0.07			17.6	52.4																			
																									Ariel-CPT3	1.93	0.06			0.07			17.69	52.31																			
																									Ariel-CPT3	1.94	0.06			0.07			17.79	52.21																			
																									Ariel-CPT3	1.95	0.06			0.07			17.88	52.12																			
																									Ariel-CPT3	1.96	0.07			0.07			17.97	52.03																			
																									Ariel-CPT3	1.97	0.07			0.08			18.06	61.94																			
																									Ariel-CPT3	1.98	0.07			0.08			18.16	61.84																			
																									Ariel-CPT3	1.99	0.07			0.08			18.25	61.75																			
																									Ariel-CPT3	2	0.07			0.08			18.34	61.66																			
																									Ariel-CPT3	2.01	0.07			0.08			18.43	61.57																			
																									Ariel-CPT3	2.02	0.07			0.07			18.53	51.47																			
																									Ariel-CPT3	2.03	0.06			0.07			18.62	51.38																			
																									Ariel-CPT3	2.04	0.06			0.07			18.71	51.29																			
																									Ariel-CPT3	2.05	0.07			0.07			18.8	51.2																			
																									Ariel-CPT3	2.06	0.07			0.08			18.9	61.1																			
																									Ariel-CPT3	2.07	0.07			0.07			18.99	51.01																			
																									Ariel-CPT3	2.08	0.07			0.08			19.08	60.92																			
																									Ariel-CPT3	2.09	0.07			0.07			19.17	50.83																			
																									Ariel-CPT3	2.1	0.07			0.07			19.26	50.74																			
																									Ariel-CPT3	2.11	0.07			0.08			19.36	60.64																			
																									Ariel-CPT3	2.12	0.07			0.08			19.45	60.55																			
																									Ariel-CPT3	2.13	0.07			0.08			19.54	60.46																			
																									Ariel-CPT3	2.14	0.07			0.08			19.63	60.37																			
																									Ariel-CPT3	2.15	0.07			0.08			19.73	60.27																			
																									Ariel-CPT3	2.16	0.07			0.08			19.82	60.18																			
																									Ariel-CPT3	2.17	0.07			0.08			19.91	60.09																			
																									Ariel-CPT3	2.18	0.07			0.08			20	60																			
																									Ariel-CPT3	2.19	0.07			0.08			20.1	59.9																			
																									Ariel-CPT3	2.2	0.07			0.08			20.19	59.81																			
																									Ariel-CPT3	2.21	0.07			0.08			20.28	59.72																			
																									Ariel-CPT3	2.22	0.07			0.08			20.37	59.63																			
																									Ariel-CPT3	2.23	0.07			0.08			20.47	59.53																			
																									Ariel-CPT3	2.24	0.07			0.08			20.56	59.44																			
																									Ariel-CPT3	2.25	0.08			0.08			20.65	59.35																			
																									Ariel-CPT3	2.26	0.08			0.08			20.74	59.26																			
																									Ariel-CPT3	2.27	0.07			0.08			20.84	59.16																			
																									Ariel-CPT3	2.28	0.07			0.08			20.93	59.07																			
																									Ariel-CPT3	2.29	0.07			0.08			21.02	58.98																			
																									Ariel-CPT3	2.3	0.07			0.08			21.11	58.89																			
																									Ariel-CPT3	2.31	0.07			0.08			21.21	58.79																			
																									Ariel-CPT3	2.32	0.07			0.08			21.3	58.7																			
																									Ariel-CPT3	2.33	0.07			0.08			21.39	58.61																			
																									Ariel-CPT3	2.34	0.08			0.09			21.48	68.52																			
																									Ariel-CPT3	2.35	0.08			0.09			21.57	68.43																			
																									Ariel-CPT3	2.36	0.08			0.09			21.67	68.33																			
																									Ariel-CPT3	2.37	0.08			0.09			21.76	68.24																			
																									Ariel-CPT3	2.38	0.08			0.09			21.85	68.15																			
																									Ariel-CPT3	2.39	0.08			0.09			21.94	68.06																			
																									Ariel-CPT3	2.4	0.08			0.09			22.04	67.96																			
																									Ariel-CPT3	2.41	0.08			0.09			22.13	67.87																			
																									Ariel-CPT3	2.42	0.08			0.09			22.22	67.78																			
																									Ariel-CPT3	2.43	0.08			0.09			22.31	67.69																			
																									Ariel-CPT3	2.44	0.08			0.09			22.41	67.59																			
																									Ariel-CPT3	2.45	0.08			0.09			22.5	67.5																			
																									Ariel-CPT3	2.46	0.08			0.09			22.59	67.41																			
																									Ariel-CPT3	2.47	0.08			0.09			22.68	67.32																			
																									Ariel-CPT3	2.48	0.08			0.09			22.78	67.22																			
																									Ariel-CPT3	2.49	0.08			0.09			22.87	67.13																			
																									Ariel-CPT3	2.5	0.08			0.09			22.96	67.04																			
																									Ariel-CPT3	2.51	0.08			0.09			23.05	66.95																			
																									Ariel-CPT3	2.52	0.08			0.09			23.15	66.85																			
																									Ariel-CPT3	2.53	0.08			0.09			23.24	66.76																			
																									Ariel-CPT3	2.54	0.08			0.09			23.33	66.67																			
																									Ariel-CPT3	2.55	0.08			0.09			23.42	66.58																			
																									Ariel-CPT3	2.56	0.08			0.09			23.52	66.48																			
																									Ariel-CPT3	2.57	0.08			0.09			23.61	66.39																			
																									Ariel-CPT3	2.58	0.08			0.09			23.7	66.3																			
																									Ariel-CPT3	2.59	0.08			0.09			23.79	66.21																			
																									Ariel-CPT3	2.6	0.08			0.09			23.88	66.12																			
																									Ariel-CPT3	2.61	0.08			0.09			23.98	66.02																			
																									Ariel-CPT3	2.62	0.08			0.09			24.07	65.93																			
																									Ariel-CPT3	2.63	0.08			0.09			24.16	65.84																			
																									Ariel-CPT3	2.64	0.07			0.08			24.25	55.75																			
																									Ariel-CPT3	2.65	0.08			0.09			24.35	65.65																			
																									Ariel-CPT3	2.66	0.08			0.09			24.44	65.56																			
																									Ariel-CPT3	2.67	0.08			0.09			24.53	65.47																			
																									Ariel-CPT3	2.68	0.08			0.08			24.62	55.38																			
																									Ariel-CPT3	2.69	0.08			0.09			24.72	65.28																			
																									Ariel-CPT3	2.7	0.07			0.08			24.81	55.19																			
																									Ariel-CPT3	2.71	0.07			0.08			24.9	55.1																			
																									Ariel-CPT3	2.72	0.07			0.08			24.99	55.01																			
																									Ariel-CPT3	2.73	0.07			0.08			25.09	54.91																			
																									Ariel-CPT3	2.74	0.07			0.08			25.18	54.82																			
																									Ariel-CPT3	2.75	0.07			0.08			25.27	54.73																			
																									Ariel-CPT3	2.76	0.07			0.08			25.36	54.64																			
																									Ariel-CPT3	2.77	0.07			0.08			25.46	54.54																			
																									Ariel-CPT3	2.78	0.07			0.08			25.55	54.45																			
																									Ariel-CPT3	2.79	0.07			0.08			25.64	54.36																			
																									Ariel-CPT3	2.8	0.07			0.08			25.73	54.27																			
																									Ariel-CPT3	2.81	0.07			0.08			25.82	54.18																			
																									Ariel-CPT3	2.82	0.07			0.08			25.92	54.08																			
																									Ariel-CPT3	2.83	0.07			0.08			26.01	53.99																			
																									Ariel-CPT3	2.84	0.08			0.09			26.1	63.9																			
																									Ariel-CPT3	2.85	0.08			0.09			26.19	63.81																			
																									Ariel-CPT3	2.86	0.08			0.09			26.29	63.71																			
																									Ariel-CPT3	2.87	0.08			0.09			26.38	63.62																			
																									Ariel-CPT3	2.88	0.08			0.09			26.47	63.53																			
																									Ariel-CPT3	2.89	0.08			0.09			26.56	63.44																			
																									Ariel-CPT3	2.9	0.08			0.1			26.66	73.34																			
																									Ariel-CPT3	2.91	0.09			0.1			26.75	73.25																			
																									Ariel-CPT3	2.92	0.08			0.09			26.84	63.16																			
																									Ariel-CPT3	2.93	0.08			0.1			26.93	73.07																			
																									Ariel-CPT3	2.94	0.09			0.1			27.03	72.97																			
																									Ariel-CPT3	2.95	0.09			0.1			27.12	72.88																			
																									Ariel-CPT3	2.96	0.09			0.1			27.21	72.79																			
																									Ariel-CPT3	2.97	0.09			0.1			27.3	72.7																			
																									Ariel-CPT3	2.98	0.09			0.1			27.4	72.6																			
																									Ariel-CPT3	2.99	0.09			0.1			27.49	72.51																			
																									Ariel-CPT3	3	0.09			0.1			27.58	72.42																			
																									Ariel-CPT3	3.01	0.09			0.1			27.67	72.33																			
																									Ariel-CPT3	3.02	0.09			0.1			27.76	72.24																			
																									Ariel-CPT3	3.03	0.09			0.1			27.86	72.14																			
																									Ariel-CPT3	3.04	0.09			0.1			27.95	72.05																			
																									Ariel-CPT3	3.05	0.09			0.1			28.04	71.96																			
																									Ariel-CPT3	3.06	0.09			0.1			28.13	71.87																			
																									Ariel-CPT3	3.07	0.09			0.1			28.23	71.77																			
																									Ariel-CPT3	3.08	0.09			0.1			28.32	71.68																			
																									Ariel-CPT3	3.09	0.09			0.1			28.41	71.59																			
																									Ariel-CPT3	3.1	0.1			0.11			28.5	81.5																			
																									Ariel-CPT3	3.11	0.09			0.11			28.6	81.4																			
																									Ariel-CPT3	3.12	0.1			0.11			28.69	81.31																			
																									Ariel-CPT3	3.13	0.1			0.11			28.78	81.22																			
																									Ariel-CPT3	3.14	0.1			0.11			28.87	81.13																			
																									Ariel-CPT3	3.15	0.1			0.11			28.97	81.03																			
																									Ariel-CPT3	3.16	0.1			0.11			29.06	80.94																			
																									Ariel-CPT3	3.17	0.1			0.11			29.15	80.85																			
																									Ariel-CPT3	3.18	0.1			0.11			29.24	80.76																			
																									Ariel-CPT3	3.19	0.11			0.12			29.34	90.66																			
																									Ariel-CPT3	3.2	0.11			0.12			29.43	90.57																			
																									Ariel-CPT3	3.21	0.11			0.12			29.52	90.48																			
																									Ariel-CPT3	3.22	0.11			0.12			29.61	90.39																			
																									Ariel-CPT3	3.23	0.11			0.12			29.71	90.29																			
																									Ariel-CPT3	3.24	0.11			0.12			29.8	90.2																			
																									Ariel-CPT3	3.25	0.12			0.13			29.89	100.11																			
																									Ariel-CPT3	3.26	0.12			0.13			29.98	100.02																			
																									Ariel-CPT3	3.27	0.12			0.13			30.08	99.92																			
																									Ariel-CPT3	3.28	0.12			0.13			30.17	99.83																			
																									Ariel-CPT3	3.29	0.12			0.13			30.26	99.74																			
																									Ariel-CPT3	3.3	0.12			0.13			30.35	99.65																			
																									Ariel-CPT3	3.31	0.12			0.13			30.44	99.56																			
																									Ariel-CPT3	3.32	0.12			0.13			30.54	99.46																			
																									Ariel-CPT3	3.33	0.12			0.13			30.63	99.37																			
																									Ariel-CPT3	3.34	0.12			0.13			30.72	99.28																			
																									Ariel-CPT3	3.35	0.12			0.13			30.81	99.19																			
																									Ariel-CPT3	3.36	0.12			0.13			30.91	99.09																			
																									Ariel-CPT3	3.37	0.12			0.13			31	99																			
																									Ariel-CPT3	3.38	0.12			0.13			31.09	98.91																			
																									Ariel-CPT3	3.39	0.11			0.13			31.18	98.82																			
																									Ariel-CPT3	3.4	0.11			0.13			31.28	98.72																			
																									Ariel-CPT3	3.41	0.12			0.13			31.37	98.63																			
																									Ariel-CPT3	3.42	0.12			0.13			31.46	98.54																			
																									Ariel-CPT3	3.43	0.12			0.13			31.55	98.45																			
																									Ariel-CPT3	3.44	0.11			0.13			31.65	98.35																			
																									Ariel-CPT3	3.45	0.12			0.13			31.74	98.26																			
																									Ariel-CPT3	3.46	0.12			0.13			31.83	98.17																			
																									Ariel-CPT3	3.47	0.12			0.13			31.92	98.08																			
																									Ariel-CPT3	3.48	0.11			0.13			32.02	97.98																			
																									Ariel-CPT3	3.49	0.11			0.13			32.11	97.89																			
																									Ariel-CPT3	3.5	0.12			0.13			32.2	97.8																			
																									Ariel-CPT3	3.51	0.12			0.13			32.29	97.71																			
																									Ariel-CPT3	3.52	0.12			0.13			32.38	97.62																			
																									Ariel-CPT3	3.53	0.12			0.13			32.48	97.52																			
																									Ariel-CPT3	3.54	0.12			0.13			32.57	97.43																			
																									Ariel-CPT3	3.55	0.12			0.13			32.66	97.34																			
																									Ariel-CPT3	3.56	0.12			0.13			32.75	97.25																			
																									Ariel-CPT3	3.57	0.12			0.13			32.85	97.15																			
																									Ariel-CPT3	3.58	0.12			0.13			32.94	97.06																			
																									Ariel-CPT3	3.59	0.12			0.13			33.03	96.97																			
																									Ariel-CPT3	3.6	0.12			0.13			33.12	96.88																			
																									Ariel-CPT3	3.61	0.12			0.13			33.22	96.78																			
																									Ariel-CPT3	3.62	0.12			0.13			33.31	96.69																			
																									Ariel-CPT3	3.63	0.12			0.13			33.4	96.6																			
																									Ariel-CPT3	3.64	0.12			0.13			33.49	96.51																			
																									Ariel-CPT3	3.65	0.12			0.13			33.59	96.41																			
																									Ariel-CPT3	3.66	0.12			0.13			33.68	96.32																			
																									Ariel-CPT3	3.67	0.12			0.14			33.77	106.23																			
																									Ariel-CPT3	3.68	0.12			0.14			33.86	106.14																			
																									Ariel-CPT3	3.69	0.12			0.13			33.96	96.04																			
																									Ariel-CPT3	3.7	0.12			0.13			34.05	95.95																			
																									Ariel-CPT3	3.71	0.12			0.14			34.14	105.86																			
																									Ariel-CPT3	3.73	0.12			0.14			34.23	105.77																			
																									Ariel-CPT3	3.73	0.12			0.14			34.32	105.68																			
																									Ariel-CPT3	3.75	0.12			0.14			34.42	105.58																			
																									Ariel-CPT3	3.76	0.12			0.14			34.51	105.49																			
																									Ariel-CPT3	3.77	0.12			0.14			34.6	105.4																			
																									Ariel-CPT3	3.78	0.12			0.14			34.7	105.3																			
																									Ariel-CPT3	3.79	0.13			0.14			34.79	105.21																			
																									Ariel-CPT3	3.8	0.12			0.14			34.88	105.12																			
																									Ariel-CPT3	3.81	0.12			0.14			34.97	105.03																			
																									Ariel-CPT3	3.82	0.13			0.14			35.06	104.94																			
																									Ariel-CPT3	3.83	0.13			0.14			35.16	104.84																			
																									Ariel-CPT3	3.84	0.12			0.14			35.25	104.75																			
																									Ariel-CPT3	3.85	0.12			0.14			35.34	104.66																			
																									Ariel-CPT3	3.86	0.12			0.13			35.43	94.57																			
																									Ariel-CPT3	3.87	0.12			0.13			35.53	94.47																			
																									Ariel-CPT3	3.88	0.12			0.13			35.62	94.38																			
																									Ariel-CPT3	3.89	0.12			0.14			35.71	104.29																			
																									Ariel-CPT3	3.9	0.12			0.13			35.8	94.2																			
																									Ariel-CPT3	3.91	0.12			0.14			35.9	104.1																			
																									Ariel-CPT3	3.92	0.12			0.14			35.99	104.01																			
																									Ariel-CPT3	3.93	0.12			0.14			36.08	103.92																			
																									Ariel-CPT3	3.94	0.12			0.14			36.17	103.83																			
																									Ariel-CPT3	3.95	0.12			0.14			36.27	103.73																			
																									Ariel-CPT3	3.96	0.12			0.14			36.36	103.64																			
																									Ariel-CPT3	3.97	0.12			0.14			36.45	103.55																			
																									Ariel-CPT3	3.98	0.13			0.14			36.54	103.46																			
																									Ariel-CPT3	3.99	0.12			0.14			36.64	103.36																			
																									Ariel-CPT3	4	0.12			0.14			36.73	103.27																			
																									Ariel-CPT3	4.01	0.12			0.14			36.82	103.18																			
																									Ariel-CPT3	4.02	0.13			0.14			36.91	103.09																			
																									Ariel-CPT3	4.03	0.13			0.15			37	113																			
																									Ariel-CPT3	4.04	0.13			0.15			37.1	112.9																			
																									Ariel-CPT3	4.05	0.13			0.15			37.19	112.81																			
																									Ariel-CPT3	4.06	0.13			0.15			37.28	112.72																			
																									Ariel-CPT3	4.07	0.13			0.15			37.37	112.63																			
																									Ariel-CPT3	4.08	0.13			0.14			37.47	102.53																			
																									Ariel-CPT3	4.09	0.13			0.15			37.56	112.44																			
																									Ariel-CPT3	4.1	0.13			0.15			37.65	112.35																			
																									Ariel-CPT3	4.11	0.13			0.15			37.74	112.26																			
																									Ariel-CPT3	4.12	0.13			0.15			37.84	112.16																			
																									Ariel-CPT3	4.13	0.13			0.15			37.93	112.07																			
																									Ariel-CPT3	4.14	0.13			0.15			38.02	111.98																			
																									Ariel-CPT3	4.15	0.13			0.15			38.11	111.89																			
																									Ariel-CPT3	4.16	0.14			0.15			38.21	111.79																			
																									Ariel-CPT3	4.17	0.13			0.15			38.3	111.7																			
																									Ariel-CPT3	4.18	0.13			0.15			38.39	111.61																			
																									Ariel-CPT3	4.19	0.13			0.15			38.48	111.52																			
																									Ariel-CPT3	4.2	0.13			0.14			38.58	101.42																			
																									Ariel-CPT3	4.21	0.13			0.15			38.67	111.33																			
																									Ariel-CPT3	4.22	0.13			0.15			38.76	111.24																			
																									Ariel-CPT3	4.23	0.14			0.15			38.85	111.15																			
																									Ariel-CPT3	4.24	0.14			0.15			38.94	111.06																			
																									Ariel-CPT3	4.25	0.14			0.15			39.04	110.96																			
																									Ariel-CPT3	4.26	0.14			0.15			39.13	110.87																			
																									Ariel-CPT3	4.27	0.14			0.15			39.22	110.78																			
																									Ariel-CPT3	4.28	0.14			0.16			39.31	120.69																			
																									Ariel-CPT3	4.29	0.14			0.16			39.41	120.59																			
																									Ariel-CPT3	4.3	0.14			0.16			39.5	120.5																			
																									Ariel-CPT3	4.31	0.14			0.16			39.59	120.41																			
																									Ariel-CPT3	4.32	0.14			0.16			39.68	120.32																			
																									Ariel-CPT3	4.33	0.14			0.16			39.78	120.22																			
																									Ariel-CPT3	4.34	0.14			0.16			39.87	120.13																			
																									Ariel-CPT3	4.35	0.14			0.16			39.96	120.04																			
																									Ariel-CPT3	4.36	0.14			0.16			40.05	119.95																			
																									Ariel-CPT3	4.37	0.14			0.16			40.15	119.85																			
																									Ariel-CPT3	4.38	0.14			0.16			40.24	119.76																			
																									Ariel-CPT3	4.39	0.14			0.16			40.33	119.67																			
																									Ariel-CPT3	4.4	0.14			0.16			40.42	119.58																			
																									Ariel-CPT3	4.41	0.14			0.16			40.52	119.48																			
																									Ariel-CPT3	4.42	0.14			0.16			40.61	119.39																			
																									Ariel-CPT3	4.43	0.15			0.16			40.7	119.3																			
																									Ariel-CPT3	4.44	0.15			0.16			40.79	119.21																			
																									Ariel-CPT3	4.45	0.14			0.16			40.89	119.11																			
																									Ariel-CPT3	4.46	0.15			0.16			40.98	119.02																			
																									Ariel-CPT3	4.47	0.15			0.17			41.07	128.93																			
																									Ariel-CPT3	4.48	0.15			0.17			41.16	128.84																			
																									Ariel-CPT3	4.49	0.15			0.17			41.25	128.75																			
																									Ariel-CPT3	4.5	0.15			0.17			41.35	128.65																			
																									Ariel-CPT3	4.51	0.15			0.17			41.44	128.56																			
																									Ariel-CPT3	4.52	0.14			0.16			41.53	118.47																			
																									Ariel-CPT3	4.53	0.15			0.17			41.62	128.38																			
																									Ariel-CPT3	4.54	0.15			0.17			41.72	128.28																			
																									Ariel-CPT3	4.55	0.15			0.17			41.81	128.19																			
																									Ariel-CPT3	4.56	0.15			0.17			41.9	128.1																			
																									Ariel-CPT3	4.57	0.14			0.16			41.99	118.01																			
																									Ariel-CPT3	4.58	0.15			0.16			42.09	117.91																			
